,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_517,Single Family Residential,895 Coe Ave ,SAN JOSE,CA,95125,2288000,4,3," 2,540", 0.1333,1921,1921,0, 2, 2,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7," Central Forced Air, Fireplace", Central Forced Air,82,51,91," $2,286,945",Active,81784122,"Introducing Green Bellagio Builders newest luxury home. Nestled in beautiful Willow Glen and overlooking Three Creek Trail, 895 Coe Avenue is just a short walk away from bustling Lincoln Avenue, the heart of this charming neighborhood. This 4BR 3BA home includes rapid access to Three Creek Trail and the proposed Google Transit Village in Downtown San Jose. Experience dramatic high ceilings, natural hardwood floors, and an elegant spiral staircase upon entering the foyer. Two modern living rooms equipped with floor-to-ceiling fireplaces make for perfect entertaining spaces during holidays and get-togethers. The gourmet kitchen which features a walk-in pantry, quartz countertops, a waterfall countertop island, professional grade appliances, and plenty of natural light. Find year-round relaxation in the tranquil backyard patio. Integrated smart house wired for security and internet.  ","$11,408"
house_518,,Edison II ,Hayward,CA,94542,1109950,3,2,2650,,,,0,,,Palomares Elementary School,9,Canyon Middle School,7,Castro Valley High School,9,,,0,13,6,,Active,,"Plan Description: The Edison II builds upon the Edison's stately design with a third floor that boasts a generous bonus room with access to a covered deck, in addition to a convenient storage room. . This floor can also be personalized with a coffee bar or a bedroom with a walk-in closet and full bath. On the second floor, you'll find three bedrooms—including a lavish master suite with a roomy walk-in closet, a private covered deck and a spa-like bath with double sinks and a separate tub and shower— a full hall bath with double sinks, a convenient laundry room and a versatile loft. And on the main floor, enjoy an open dining room, great room and gourmet kitchen area—complete with abundant windows, a walk-in pantry, a spacious island and access to a covered patio. Additional options include a great room fireplace, alternate kitchen features and a walk-in shower or freestanding tub in the master bath.  ","$5,500"
house_519,Multi-Family (2-4 Unit),2824 21st St ,San Francisco,CA,94110,1949000,3,2,—,,1910,—,200,, 1,Serra (junipero) Elementary School,3,Gateway Middle School,5,Wells (ida B.) High School,1,,,98,82,99," $2,009,036",Active,494647,"Welcome to 2824 21st Street!  This updated 3 bed / 2 bath property enjoys an incredible location, just steps to the great retail and restaurants of the Inner Mission. No stone has been left unturned in this extensive remodel. The home impresses with its high ceilings and landscaped yard. The main level enjoys an open floor plan with chef's kitchen, featuring Fisher  &  Paykel appliances and custom, modern cabinets. Independent parking (with EV Charger) and an incredible 98 Walk Score - with Atlas Cafe, Flour + Water, and Gus' Market all close by - completes this beautiful, contemporary construction home. Don't miss! ","$9,981"
house_520,Single Family Residential,4059 26th St ,San Francisco,CA,94131,2595000,4,3,2320,,1900,—,0, 1, 1,Alvarado Elementary School,7,King Jr. (martin Luther) Academic Middle School,3,Independence High School,4," Central Heating, Gas, Solar PV"," Central Heating, Gas, Solar PV",91,76,68," $2,987,004",Active,495124,"Tasteful and spacious fully detached, four-bedroom, three-bath, quintessential Noe valley home with a timeless facade and a spectacular location! The entry way opens to a grand living/dining/family area adorned with gleaming wood floors, and the winning combination of modern and period details, featuring two bedrooms and an updated bathroom. This same level has a large, updated, gourmet, eat-in kitchen and second dining area that opens to the adjacent deck and magical garden/backyard area. The lower level has the perfect layout with a private master suite overlooking the garden, an additional bathroom, laundry closet, and fourth bedroom with separate access. There is a cheerful cottage in the garden with many possibilities for the new owner. The home is finished with a garage, plenty of room for storage, interior access, and a solar system. Don't miss this magnificent home near shopping, cafes, restaurants, playgrounds, public transportation, tech shuttles, HWY 101/280 and More! ","$13,023"
house_521,Single Family Residential,115 N Murphy Ave ,SUNNYVALE,CA,94086,1750000,6,6," 2,252", 0.1492,1949,1949,0,,,Bishop Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Whole House Fan,78,49,84,,Active,81777514,"Property generates $9,000 per month in rental income. Excellent cash flow! Are you looking for a property with huge rental income potential *  or a large extended-family compound? Well look no further! The original, front house has been enlarged to 5 bedrooms and 2 bathrooms with a beautifully-updated kitchen with granite counters and farmhouse sink. The back building includes three downstairs units and one penthouse unit. The buildings also have double paned windows, R30 insulation, two boilers (one for each structure), upgraded electrical, gas, and solar on the front house. And, each unit is individually metered for electricity! The property also boasts an oak tree that is over 200 years old in the front yard. 1,452 sq. ft. main house (per REALIST), approximately 1,300 sq. ft. rear units. (Buyer to confirm) ","$8,697"
house_522,Mobile/Manufactured Home,339 Eucalyptus Dr #339 ,SAN JOSE,CA,95134,199000,3,2," 1,000",,—,—,0,,,George Mayne Elementary School,6,,,,," Central Forced Air, Other (See Remarks)", Other (See Remarks),44,36,70," $196,251",Active,81784516,"Welcome to a lovely Home. This 3 bedrooms and 2 bathrooms comes with a large backyard. It has recently been renovated: NEWER bedrooms' carpet, vinyl flooring in the kitchen, laundry room and 2 bathrooms, newer laminated flooring, newer sinks, faucets, NEWER gas stove, stainless steel touch screen/remote control range hood (900 CFM Power), NEWER water heater. Both interior  &  exterior walls are recently painted. The large backyard comes with tangerine, dragon fruit, grapefruit, passion fruit, and peach tree, which is perfect for kids and those BBQ days. Refrigerator and both washer  &  dryer will stay. Considering its Hi-Tech surroundings: Cisco, Microchip, Zscaler, Miro Technology, Intel, Cypress Semiconductor Corp, Samsung HQ etc. Entertainments: Levi's Stadium, Santa Clara California's Great America, Twin Creeks, &  Santa Clara Convention Center. The rent space $1,024.55 is low for the area.  ",$992
house_523,Single Family Residential,1421 Poppy Ln ,Hayward,CA,94545,835999,3,2,1625,,2017,2017,227,, 2,Eden Gardens Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,57,42,49," $828,999",Active,40889769,"You're going to fall in love with this nearly new home with over $50k in builder upgrades and fully owned solar system!  Elegant gourmet  kitchen with ample soft close cabinets, Caesarstone counter tops, counter to ceiling tile back splash, stainless steel appliances and large island with breakfast bar.  Beautiful hardwood floors in main living area.  Dimable recessed lighting. Premium window coverings.  Upgraded carpet and pad.  Two zone heat and air conditioning.  Large master suite with walk-in closet and private balcony.  Stunning marble floor and two separate sinks in master bath.  Upstairs laundry.  Upgraded stair banisters.  Spacious private yard with raised planter beds and a shed.  There's just too much to list!  Don't miss this great opportunity! ","$4,367"
house_524,Mobile/Manufactured Home,200 FORD #180 ,SAN JOSE,CA,95138,338000,3,2," 1,516",,—,—,0,,,Anderson (alex) Elementary School,4,,,Oak Grove High School,6, Wall Furnace, Central Forced Air,53,40,77," $327,535",Active,81781693,"Beautiful mobile home in family park The Village of Four Season! 3 beds, 1 adding room with No permit, 2 full bath room. Central A/C. Living room with sky light. Kitchen with Double sky light. Island in kitchen. Solute sky light in guest bathroom. Corner lot  &  gate fence on the side  &  4 car parking. It's A Must See! ","$1,685"
house_525,Mobile/Manufactured Home,1225 Vienna Dr #969 ,SUNNYVALE,CA,94089,459000,3,2," 2,025",,—,—,0,, 2,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Gas," Ceiling Fan, Central Forced Air",58,47,72," $450,918",Active,81781738,"This three bedroom, two bath gorgeous home features a Rare Two Car Garage! There are vaulted ceilings and solar tubes throughout for great natural light. Beautiful plantation shutters for light control. The eat in kitchen features hardwood cabinets, granite counters, a walk in pantry and easy care tile floor. The spacious living room offers a view to the formal dining area. The master bedroom features a walk in closet and own bath with dual marble topped vanities, a jetted tub, tiled walk in shower. There are two additional  bedrooms, the main bath, linen closets, central air, and alarm system. Enjoy the wonderful fence, gated patio covered with a large gazebo for entertaining or just relaxing. Located in a five star resort style community near the Light rail, Levi Stadium and high tech companies. Multiple clubhouses throughout the community offer a great fitness center, pools, library and full amenities. You will love the life style here!  2009 Palm Harbor S/N#PH209584A/B/C ","$2,281"
house_526,Single Family Residential,2991 ALEXIS Dr ,PALO ALTO,CA,94304,4800000,4,2," 4,000", 1.09,1978,1978,0,, 2,Lucille M. Nixon Elementary School,8,Terman Middle School,8,Henry M. Gunn High School,9, Other (See Remarks), Ceiling Fan,0,0,3,,Active,81783202,"SPECTACULAR RARE COMBINATION OF WORLD CLASS LOCATION, 1.09 ACRES WITH UNOBSTRUCTED MASSIVE BAY WATER VIEWS, REMODELED THROUGHOUT MODERN HOME AND MONEY MAKING OPPORTUNITY!FINEST LOCATION ACROSS FROM THE ENTRY GATES OF THE ELITE PALO ALTO GOLF AND COUNTRY CLUB!GREAT OPPORTUNITY TO CUSTOM BUILD BRAND NEW ESTATE ON THE MOST PRESTIGIOUS STREET IN PALO ALTO OR EXPAND THIS 5,662 SF EXISTING HOME TO CREATE YOUR ABSOLUTE DREAM HOME!ADD A DETACHED GUEST HSE!NEW ESTATE VALUE COULD EXCEED $12M VALUE!HUGE OPEN QUIET PARK LIKE PRIVATE GROUNDS!REMODELED  GRANITE KITCHEN WITH TOP STAINLESS APPLIANCES!SPACIOUS FAMILY RM W/ OPEN BEAM CEILINGS!FORMAL LIVING RM AND ELEGANT DINING RM FEATURING BEAUTIFUL BAY VIEWS!HUGE MSTR SUITE BOASTING HUGE VIEWS OF THE BAY AND BAY BRIDGE!LARGE BDRMS!LOWER FINISHED GAME RM/OFFICE!TWO CAR ATTACHED GARAGE!ABSOLUTELY BEAUTIFUL PARCEL AMPLE SPACE FOR THE MOST SPECTACULAR BCKYRD, INFINITY POOL!AWARD WINNING GUNN HIGH SCHL!MINUTES TO STANFORD, GOOGLE AND SILICON VALLEY!MUST SEE! ","$23,904"
house_527,Single Family Residential,1927 Heatherdale Ave ,SAN JOSE,CA,95126,1299000,3,2," 1,608", 0.1419,1946,1946,0,, 2,Merritt Trace Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Central Forced Air," Ceiling Fan, Window/Wall Unit",59,41,83," $1,334,490",Active,81783820,"Beautiful Santa Clara home located in an excellent neighborhood. Sitting on a clean, quiet, tree lined street, this home features 3 bedrooms, 2 bathrooms, an open floor plan, formal living room, large separate family room with vaulted ceilings, large kitchen with island, large master bedroom suite with vaulted ceilings and a large master bathroom, new roof, newly painted interior and exterior, solar panels, tankless water heater, four sky lights, low maintenance front and back yards, long driveway, refrigerator, washer/dryer, two fireplaces, laminate flooring, several fruit trees. Property is centrally located within minutes of Valley Fair Mall, Santana Row, Silicon Valley high tech, and the future Google campus in downtown San Jose. Don't miss this one! ","$6,477"
